MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990016289780205516,Silence et lumière choix de conférences et d'entretiens 1955-1974,"1,0","0,0",2018-03-05
990016289780205516,Silence et lumière choix de conférences et d'entretiens 1955-1974,"1,0","40,0",2020-07-27
990016316760205516,Sir Banister Fletcher's A history of architecture,"1,0","9,0",2016-11-18
990016316760205516,Sir Banister Fletcher's A history of architecture,"1,0","9,0",2018-10-03
990016324350205516,"Construire parasismique risque sismique, conception parasismique des bâtiments, réglementation","0,0","9,0",2003-08-27
990016444830205516,Mainly electromagnetism and matter,"1,0","0,0",
990016444830205516,Mainly electromagnetism and matter,"1,0","18,0",2018-11-07
990016444830205516,Mainly electromagnetism and matter,"1,0","18,0",2019-12-12
990016444830205516,Mainly electromagnetism and matter,"1,0","25,0",2020-01-14
990016444830205516,Mainly electromagnetism and matter,"2,0","54,0",2020-12-21
990016444830205516,Mainly electromagnetism and matter,"1,0","20,0",2021-01-21
990016444830205516,Mainly electromagnetism and matter,"1,0","11,0",2021-09-13
990016444830205516,Mainly electromagnetism and matter,"1,0","33,0",2021-09-21
990016444830205516,Mainly electromagnetism and matter,"1,0","10,0",2021-11-15
990016494920205516,De l'ambiguïté en architecture,"1,0","1,0",2021-10-01
990016538910205516,De la Renaissance à la Révolution,"1,0","26,0",2018-09-12
990016564580205516,Fundamentals of statistical and thermal physics,"1,0","25,0",2019-09-03
990016582250205516,Structure and interpretation of computer programs,"1,0","0,0",
990016582250205516,Structure and interpretation of computer programs,"1,0","31,0",2019-10-09
990016582250205516,Structure and interpretation of computer programs,"1,0","8,0",2019-11-27
990016582250205516,Structure and interpretation of computer programs,"1,0","17,0",2019-12-20
990016582250205516,Structure and interpretation of computer programs,"1,0","17,0",2022-03-15
990016599130205516,A first course in optimization theory,"2,0","0,0",
990016599130205516,A first course in optimization theory,"1,0","2,0",2021-04-19
990016698420205516,L'art de bâtir les villes l'urbanisme selon ses fondements artistiques,"1,0","11,0",2010-09-21
990016698420205516,L'art de bâtir les villes l'urbanisme selon ses fondements artistiques,"1,0","86,0",2020-09-02
990016698420205516,L'art de bâtir les villes l'urbanisme selon ses fondements artistiques,"1,0","41,0",2021-06-18
990016698420205516,L'art de bâtir les villes l'urbanisme selon ses fondements artistiques,"1,0","32,0",2021-11-18
990016720960205516,"- choisir, concevoir, réaliser","1,0","95,0",2017-07-11
990016720960205516,"- choisir, concevoir, réaliser","1,0","54,0",2018-06-25
990016720960205516,"- choisir, concevoir, réaliser","1,0","49,0",2021-03-10
990016720960205516,"- choisir, concevoir, réaliser","1,0","33,0",2021-10-25
990016732910205516,Thermodynamique cours et problèmes,"1,0","1,0",2014-03-17
990016732910205516,Thermodynamique cours et problèmes,"1,0","21,0",2019-01-24
990016732910205516,Thermodynamique cours et problèmes,"1,0","19,0",2019-06-03
990016732910205516,Thermodynamique cours et problèmes,"1,0","22,0",2019-06-05
990016732910205516,Thermodynamique cours et problèmes,"1,0","15,0",2021-03-20
990016776220205516,Initiation aux probabilités,"0,0","25,0",2016-12-02
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","0,0",
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","25,0",2014-06-05
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","6,0",2014-12-12
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","1,0",2016-01-21
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","28,0",2017-10-05
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","2,0",2021-03-12
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","8,0",2021-09-28
990016806090205516,Traité de l'électronique analogique et numérique,"1,0","1,0",2022-01-17
990016848600205516,Dynamique des structures analyse modale numérique,"1,0","9,0",2013-03-01
990016848600205516,Dynamique des structures analyse modale numérique,"3,0","84,0",2019-06-18
990016848600205516,Dynamique des structures analyse modale numérique,"1,0","29,0",2019-06-19
990016848600205516,Dynamique des structures analyse modale numérique,"1,0","29,0",2019-06-21
990016848600205516,Dynamique des structures analyse modale numérique,"1,0","26,0",2019-11-06
990016848600205516,Dynamique des structures analyse modale numérique,"1,0","30,0",2021-05-27
990016848670205516,Statique,"1,0","36,0",2014-10-21
990016848670205516,Statique,"1,0","35,0",2015-03-09
990016848670205516,Statique,"1,0","36,0",2018-07-13
990016848680205516,Molecular quantum mechanics,"1,0","10,0",2003-10-15
990016848870205516,Physique des matériaux,"1,0","17,0",2003-06-24
990016848870205516,Physique des matériaux,"1,0","19,0",2014-06-10
990016848870205516,Physique des matériaux,"1,0","21,0",2014-07-02
990016848870205516,Physique des matériaux,"1,0","6,0",2020-02-13
990016848870205516,Physique des matériaux,"1,0","1,0",2021-09-08
990016872390205516,"Formulaires et tables mathématique, physique, chimie","1,0","6,0",2020-08-06
990016872390205516,"Formulaires et tables mathématique, physique, chimie","1,0","68,0",2021-01-13
990016872390205516,"Formulaires et tables mathématique, physique, chimie","1,0","55,0",2021-01-18
990016872390205516,"Formulaires et tables mathématique, physique, chimie","1,0","27,0",2022-01-24
990016880900205516,Handbook of applied cryptography,"1,0","19,0",2002-04-03
990016880900205516,Handbook of applied cryptography,"0,0","22,0",2015-03-23
990016880900205516,Handbook of applied cryptography,"0,0","5,0",2016-09-15
990016880900205516,Handbook of applied cryptography,"1,0","34,0",2018-02-07
990016880900205516,Handbook of applied cryptography,"0,0","25,0",2021-01-28
990016880900205516,Handbook of applied cryptography,"1,0","7,0",2021-11-01
990016880900205516,Handbook of applied cryptography,"1,0","26,0",2022-01-27
990016920720205516,Markov chains,"1,0","45,0",2021-10-31
990016920720205516,Markov chains,"1,0","43,0",2022-02-21
990016963660205516,Foundations of international macroeconomics,"1,0","0,0",2016-10-06
990016963660205516,Foundations of international macroeconomics,"1,0","13,0",2021-10-13
990016963660205516,Foundations of international macroeconomics,"1,0","10,0",2021-11-08
990016963660205516,Foundations of international macroeconomics,"1,0","24,0",2022-01-26
990016994200205516,Analyse 1 cours et 300 exercices corrigés,"0,0","0,0",
990016994200205516,Analyse 1 cours et 300 exercices corrigés,"0,0","67,0",2020-01-21
990016994200205516,Analyse 1 cours et 300 exercices corrigés,"0,0","66,0",2020-12-15
990016994640205516,Analyse 2 cours et 600 exercices corrigés,"0,0","23,0",2001-06-26
990016994640205516,Analyse 2 cours et 600 exercices corrigés,"0,0","0,0",2018-01-05
990016994640205516,Analyse 2 cours et 600 exercices corrigés,"0,0","64,0",2020-08-11
990017000700205516,Modern quantum chemistry introduction to advanced electronic structure theory,"1,0","0,0",
990017000700205516,Modern quantum chemistry introduction to advanced electronic structure theory,"1,0","27,0",2015-10-20
990017000700205516,Modern quantum chemistry introduction to advanced electronic structure theory,"1,0","30,0",2020-01-31
990017000700205516,Modern quantum chemistry introduction to advanced electronic structure theory,"1,0","13,0",2020-12-18
990017077730205516,Introduction à l'analyse fonctions d'une variable réelle,"1,0","86,0",2022-01-21
990017086040205516,Modern architecture a critical history,"1,0","41,0",2016-10-19
990017086040205516,Modern architecture a critical history,"1,0","3,0",2018-09-21
990017086630205516,"Analyse premières et terminales S et ES, formation continue","0,0","0,0",
990017086630205516,"Analyse premières et terminales S et ES, formation continue","0,0","54,0",2019-10-07
990017086630205516,"Analyse premières et terminales S et ES, formation continue","0,0","51,0",2019-11-04
990017113430205516,Physical chemistry a molecular approach,"5,0","0,0",
990017115010205516,"Raumplan versus plan libre [Adolf Loos, Le Corbusier] : [catalogue]","1,0","0,0",2019-01-08
990017115010205516,"Raumplan versus plan libre [Adolf Loos, Le Corbusier] : [catalogue]","1,0","33,0",2019-10-21
990017115010205516,"Raumplan versus plan libre [Adolf Loos, Le Corbusier] : [catalogue]","2,0","58,0",2021-06-17
990017169120205516,Trous noirs et distorsions du temps l'héritage sulfureux d'Einstein,"2,0","33,0",2022-01-27
990017169120205516,Trous noirs et distorsions du temps l'héritage sulfureux d'Einstein,"1,0","25,0",2022-02-04
990017188940205516,Time series and dynamic models,"2,0","0,0",
990017188940205516,Time series and dynamic models,"1,0","1,0",2020-08-19
990017208520205516,Introducing Einstein's relativity,"1,0","0,0",
990017208520205516,Introducing Einstein's relativity,"1,0","38,0",2021-01-18
990017208520205516,Introducing Einstein's relativity,"1,0","46,0",2021-10-06
990017216820205516,"Interfaces in materials atomic structure, thermodynamics and kinetics of solid-vapor, solid-liquid and solid-solid interfaces","1,0","0,0",
990017216820205516,"Interfaces in materials atomic structure, thermodynamics and kinetics of solid-vapor, solid-liquid and solid-solid interfaces","1,0","3,0",2018-01-18
990017216820205516,"Interfaces in materials atomic structure, thermodynamics and kinetics of solid-vapor, solid-liquid and solid-solid interfaces","1,0","6,0",2021-01-06
990017216820205516,"Interfaces in materials atomic structure, thermodynamics and kinetics of solid-vapor, solid-liquid and solid-solid interfaces","1,0","7,0",2021-11-05
990017216820205516,"Interfaces in materials atomic structure, thermodynamics and kinetics of solid-vapor, solid-liquid and solid-solid interfaces","1,0","6,0",2021-12-06
990017228540205516,Les monuments publics,"1,0","8,0",2019-11-01
990017229580205516,Les principes de l'architecture à la Renaissance,"1,0","3,0",2017-09-26
990017229580205516,Les principes de l'architecture à la Renaissance,"1,0","31,0",2018-01-08
990017229580205516,Les principes de l'architecture à la Renaissance,"1,0","37,0",2020-10-02
990017229580205516,Les principes de l'architecture à la Renaissance,"1,0","22,0",2021-06-11
990017237240205516,Optical electronics in modern communications,"1,0","8,0",2001-01-04
990017237240205516,Optical electronics in modern communications,"1,0","17,0",2019-01-31
990017237240205516,Optical electronics in modern communications,"1,0","32,0",2022-02-04
990017347720205516,Analyse complexe,"1,0","0,0",2018-03-16
990017347720205516,Analyse complexe,"1,0","57,0",2019-01-08
990017347720205516,Analyse complexe,"1,0","38,0",2019-02-21
990017347720205516,Analyse complexe,"1,0","38,0",2019-12-11
990017347720205516,Analyse complexe,"0,0","36,0",2020-01-13
990017347720205516,Analyse complexe,"1,0","21,0",2020-01-16
990017347720205516,Analyse complexe,"0,0","23,0",2020-01-20
990017347720205516,Analyse complexe,"1,0","27,0",2020-01-22
990017347720205516,Analyse complexe,"1,0","17,0",2020-01-23
990017347720205516,Analyse complexe,"1,0","24,0",2020-01-24
990017347720205516,Analyse complexe,"1,0","30,0",2020-01-30
990017347720205516,Analyse complexe,"1,0","44,0",2020-12-11
990017347720205516,Analyse complexe,"1,0","18,0",2020-12-15
990017347720205516,Analyse complexe,"1,0","48,0",2020-12-19
990017347720205516,Analyse complexe,"1,0","15,0",2020-12-21
990017347720205516,Analyse complexe,"1,0","46,0",2021-01-11
990017347720205516,Analyse complexe,"1,0","22,0",2021-01-15
990017347720205516,Analyse complexe,"1,0","13,0",2021-01-26
990017347720205516,Analyse complexe,"1,0","24,0",2021-01-27
990017347720205516,Analyse complexe,"1,0","23,0",2021-02-27
990017347720205516,Analyse complexe,"1,0","13,0",2021-06-14
990017347720205516,Analyse complexe,"1,0","53,0",2022-01-14
990017347720205516,Analyse complexe,"1,0","13,0",2022-02-16
990017417410205516,Bootstrap methods and their application,"1,0","28,0",2012-12-17
990017417410205516,Bootstrap methods and their application,"1,0","42,0",2015-10-01
990017417410205516,Bootstrap methods and their application,"1,0","16,0",2017-06-13
990017417410205516,Bootstrap methods and their application,"1,0","14,0",2018-05-15
990017438570205516,Electrochemically induced luminescence at nanocrystalline semiconductor oxide electrodes,"0,0","0,0",
990017503090205516,L'architecture romaine du début du IIIe siècle av. J.-C. à la fin du Haut-Empire,"0,0","0,0",
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","22,0",2015-01-26
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","10,0",2016-04-12
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","5,0",2016-07-05
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","13,0",2017-01-23
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","24,0",2017-10-02
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"0,0","33,0",2017-10-09
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","15,0",2017-11-13
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","18,0",2018-03-28
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","23,0",2018-03-29
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","25,0",2018-09-27
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","0,0",2018-10-10
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","23,0",2018-11-09
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","19,0",2019-03-11
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","5,0",2019-05-06
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","28,0",2019-06-19
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","31,0",2019-06-21
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","24,0",2019-06-28
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","31,0",2019-07-17
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","12,0",2019-12-12
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","17,0",2020-02-11
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","14,0",2020-07-31
990017529300205516,Equations différentielles ordinaires et aux dérivées partielles,"1,0","6,0",2020-09-09
